Fecha_hecho;Conducta;Cantidad_casos
2011-11;Hurto de moto;525
2011-12;Hurto de moto;413
2012-01;Hurto de moto;407
2012-02;Hurto de moto;579
2012-03;Hurto de moto;554
2012-04;Hurto de moto;521
2012-05;Hurto de moto;480
2012-06;Hurto de moto;523
2012-07;Hurto de moto;525
2012-08;Hurto de moto;564
2012-09;Hurto de moto;307
2012-10;Hurto de moto;382
2012-11;Hurto de moto;126
2012-12;Hurto de moto;127
2013-01;Hurto de moto;441
2013-02;Hurto de moto;439
2013-03;Hurto de moto;375
2013-04;Hurto de moto;334
2013-05;Hurto de moto;424
2013-06;Hurto de moto;376
2013-07;Hurto de moto;452
2013-08;Hurto de moto;437
2013-09;Hurto de moto;460
2013-10;Hurto de moto;432
2013-11;Hurto de moto;406
2013-12;Hurto de moto;348
2014-01;Hurto de moto;375
2014-02;Hurto de moto;359
2014-03;Hurto de moto;353
2014-04;Hurto de moto;365
2014-05;Hurto de moto;388
2014-06;Hurto de moto;317
2014-07;Hurto de moto;429
2014-08;Hurto de moto;378
2014-09;Hurto de moto;419
2014-10;Hurto de moto;423
2014-11;Hurto de moto;436
2014-12;Hurto de moto;426
2015-01;Hurto de moto;435
2015-02;Hurto de moto;377
2015-03;Hurto de moto;352
2015-04;Hurto de moto;349
2015-05;Hurto de moto;360
2015-06;Hurto de moto;293
2015-07;Hurto de moto;357
2015-08;Hurto de moto;365
2015-09;Hurto de moto;391
2015-10;Hurto de moto;372
2015-11;Hurto de moto;348
2015-12;Hurto de moto;377
2016-01;Hurto de moto;446
2016-02;Hurto de moto;368
2016-03;Hurto de moto;361
2016-04;Hurto de moto;430
2016-05;Hurto de moto;470
2016-06;Hurto de moto;411
2016-07;Hurto de moto;469
2016-08;Hurto de moto;505
2016-09;Hurto de moto;500
2016-10;Hurto de moto;452
2016-11;Hurto de moto;365
2016-12;Hurto de moto;349
2017-01;Hurto de moto;411
2017-02;Hurto de moto;296
2017-03;Hurto de moto;318
2017-04;Hurto de moto;268
2017-05;Hurto de moto;328
2017-06;Hurto de moto;249
2017-07;Hurto de moto;311
2017-08;Hurto de moto;315
2017-09;Hurto de moto;315
2017-10;Hurto de moto;411
2017-11;Hurto de moto;359
2017-12;Hurto de moto;401
2018-01;Hurto de moto;357
2018-02;Hurto de moto;337
2018-03;Hurto de moto;354
2018-04;Hurto de moto;445
2018-05;Hurto de moto;420
2018-06;Hurto de moto;354
2018-07;Hurto de moto;442
2018-08;Hurto de moto;438
2018-09;Hurto de moto;447
2018-10;Hurto de moto;428
2018-11;Hurto de moto;421
2018-12;Hurto de moto;370
2019-01;Hurto de moto;421
2019-02;Hurto de moto;415
2019-03;Hurto de moto;410
2019-04;Hurto de moto;374
2019-05;Hurto de moto;458
2019-06;Hurto de moto;383
2019-07;Hurto de moto;383
2019-08;Hurto de moto;442
2019-09;Hurto de moto;406
2019-10;Hurto de moto;467
2019-11;Hurto de moto;384
2019-12;Hurto de moto;426
2020-01;Hurto de moto;426
2020-02;Hurto de moto;416
2020-03;Hurto de moto;259
2020-04;Hurto de moto;175
2020-05;Hurto de moto;278
2020-06;Hurto de moto;329
2020-07;Hurto de moto;348
2020-08;Hurto de moto;357
2020-09;Hurto de moto;470
2020-10;Hurto de moto;381
2020-11;Hurto de moto;371
2020-12;Hurto de moto;434
2021-01;Hurto de moto;352
2021-02;Hurto de moto;389
2021-03;Hurto de moto;376
2021-04;Hurto de moto;322
2021-05;Hurto de moto;408
2021-06;Hurto de moto;432
2021-07;Hurto de moto;317
2021-08;Hurto de moto;332
2021-09;Hurto de moto;359
2003-01;Hurto a residencia;80
2003-02;Hurto a residencia;58
2003-03;Hurto a residencia;30
2003-04;Hurto a residencia;142
2003-05;Hurto a residencia;198
2003-06;Hurto a residencia;160
2003-07;Hurto a residencia;240
2003-08;Hurto a residencia;304
2003-09;Hurto a residencia;250
2003-10;Hurto a residencia;252
2003-11;Hurto a residencia;378
2003-12;Hurto a residencia;132
2004-01;Hurto a residencia;128
2004-02;Hurto a residencia;76
2004-03;Hurto a residencia;80
2004-04;Hurto a residencia;110
2004-05;Hurto a residencia;130
2004-06;Hurto a residencia;152
2004-07;Hurto a residencia;192
2004-08;Hurto a residencia;138
2004-09;Hurto a residencia;92
2004-10;Hurto a residencia;164
2004-11;Hurto a residencia;178
2004-12;Hurto a residencia;146
2005-01;Hurto a residencia;114
2005-02;Hurto a residencia;102
2005-03;Hurto a residencia;148
2005-04;Hurto a residencia;82
2005-05;Hurto a residencia;98
2005-06;Hurto a residencia;88
2005-07;Hurto a residencia;138
2005-08;Hurto a residencia;108
2005-09;Hurto a residencia;104
2005-10;Hurto a residencia;58
2005-11;Hurto a residencia;102
2005-12;Hurto a residencia;102
2006-01;Hurto a residencia;116
2006-02;Hurto a residencia;118
2006-03;Hurto a residencia;74
2006-04;Hurto a residencia;166
2006-05;Hurto a residencia;74
2006-06;Hurto a residencia;108
2006-07;Hurto a residencia;52
2006-08;Hurto a residencia;194
2006-09;Hurto a residencia;68
2006-10;Hurto a residencia;46
2006-11;Hurto a residencia;134
2006-12;Hurto a residencia;28
2007-01;Hurto a residencia;56
2007-02;Hurto a residencia;70
2007-03;Hurto a residencia;90
2007-04;Hurto a residencia;38
2007-05;Hurto a residencia;16
2007-06;Hurto a residencia;60
2007-07;Hurto a residencia;8
2007-08;Hurto a residencia;38
2007-09;Hurto a residencia;28
2007-10;Hurto a residencia;22
2007-11;Hurto a residencia;128
2007-12;Hurto a residencia;20
2008-01;Hurto a residencia;44
2008-02;Hurto a residencia;42
2008-03;Hurto a residencia;76
2008-04;Hurto a residencia;124
2008-05;Hurto a residencia;102
2008-06;Hurto a residencia;154
2008-07;Hurto a residencia;222
2008-08;Hurto a residencia;140
2008-09;Hurto a residencia;88
2008-10;Hurto a residencia;106
2008-11;Hurto a residencia;80
2008-12;Hurto a residencia;98
2009-01;Hurto a residencia;118
2009-02;Hurto a residencia;94
2009-03;Hurto a residencia;52
2009-04;Hurto a residencia;112
2009-05;Hurto a residencia;32
2009-06;Hurto a residencia;20
2009-07;Hurto a residencia;14
2009-08;Hurto a residencia;82
2009-09;Hurto a residencia;56
2009-10;Hurto a residencia;50
2009-11;Hurto a residencia;62
2009-12;Hurto a residencia;38
2010-01;Hurto a residencia;68
2010-02;Hurto a residencia;30
2010-03;Hurto a residencia;28
2010-04;Hurto a residencia;28
2010-05;Hurto a residencia;46
2010-06;Hurto a residencia;20
2010-07;Hurto a residencia;26
2010-08;Hurto a residencia;30
2010-09;Hurto a residencia;38
2010-10;Hurto a residencia;48
2010-11;Hurto a residencia;42
2010-12;Hurto a residencia;18
2011-01;Hurto a residencia;37
2011-02;Hurto a residencia;19
2011-03;Hurto a residencia;31
2011-04;Hurto a residencia;18
2011-05;Hurto a residencia;13
2011-06;Hurto a residencia;12
2011-07;Hurto a residencia;27
2011-08;Hurto a residencia;26
2011-09;Hurto a residencia;9
2011-10;Hurto a residencia;22
2011-11;Hurto a residencia;23
2011-12;Hurto a residencia;8
2012-01;Hurto a residencia;75
2012-02;Hurto a residencia;40
2012-03;Hurto a residencia;46
2012-04;Hurto a residencia;74
2012-05;Hurto a residencia;53
2012-06;Hurto a residencia;98
2012-07;Hurto a residencia;81
2012-08;Hurto a residencia;52
2012-09;Hurto a residencia;37
2012-10;Hurto a residencia;25
2012-11;Hurto a residencia;26
2012-12;Hurto a residencia;59
2013-01;Hurto a residencia;155
2013-02;Hurto a residencia;46
2013-03;Hurto a residencia;33
2013-04;Hurto a residencia;47
2013-05;Hurto a residencia;21
2013-06;Hurto a residencia;103
2013-07;Hurto a residencia;117
2013-08;Hurto a residencia;45
2013-09;Hurto a residencia;164
2013-10;Hurto a residencia;335
2013-11;Hurto a residencia;68
2013-12;Hurto a residencia;55
2014-01;Hurto a residencia;137
2014-02;Hurto a residencia;132
2014-03;Hurto a residencia;67
2014-04;Hurto a residencia;28
2014-05;Hurto a residencia;83
2014-06;Hurto a residencia;131
2014-07;Hurto a residencia;130
2014-08;Hurto a residencia;117
2014-09;Hurto a residencia;169
2014-10;Hurto a residencia;126
2014-11;Hurto a residencia;119
2014-12;Hurto a residencia;135
2015-01;Hurto a residencia;270
2015-02;Hurto a residencia;253
2015-03;Hurto a residencia;167
2015-04;Hurto a residencia;186
2015-05;Hurto a residencia;254
2015-06;Hurto a residencia;206
2015-07;Hurto a residencia;195
2015-08;Hurto a residencia;215
2015-09;Hurto a residencia;201
2015-10;Hurto a residencia;196
2015-11;Hurto a residencia;157
2015-12;Hurto a residencia;150
2016-01;Hurto a residencia;180
2016-02;Hurto a residencia;192
2016-03;Hurto a residencia;184
2016-04;Hurto a residencia;162
2016-05;Hurto a residencia;211
2016-06;Hurto a residencia;180
2016-07;Hurto a residencia;221
2016-08;Hurto a residencia;189
2016-09;Hurto a residencia;173
2016-10;Hurto a residencia;156
2016-11;Hurto a residencia;176
2016-12;Hurto a residencia;200
2017-01;Hurto a residencia;280
2017-02;Hurto a residencia;235
2017-03;Hurto a residencia;345
2017-04;Hurto a residencia;355
2017-05;Hurto a residencia;305
2017-06;Hurto a residencia;247
2017-07;Hurto a residencia;262
2017-08;Hurto a residencia;355
2017-09;Hurto a residencia;365
2017-10;Hurto a residencia;276
2017-11;Hurto a residencia;416
2017-12;Hurto a residencia;454
2018-01;Hurto a residencia;393
2018-02;Hurto a residencia;310
2018-03;Hurto a residencia;355
2018-04;Hurto a residencia;308
2018-05;Hurto a residencia;466
2018-06;Hurto a residencia;395
2018-07;Hurto a residencia;478
2018-08;Hurto a residencia;495
2018-09;Hurto a residencia;413
2018-10;Hurto a residencia;412
2018-11;Hurto a residencia;302
2018-12;Hurto a residencia;425
2019-01;Hurto a residencia;308
2019-02;Hurto a residencia;332
2019-03;Hurto a residencia;356
2019-04;Hurto a residencia;435
2019-05;Hurto a residencia;295
2019-06;Hurto a residencia;465
2019-07;Hurto a residencia;346
2019-08;Hurto a residencia;382
2019-09;Hurto a residencia;385
2019-10;Hurto a residencia;468
2019-11;Hurto a residencia;444
2019-12;Hurto a residencia;372
2020-01;Hurto a residencia;355
2020-02;Hurto a residencia;392
2020-03;Hurto a residencia;213
2020-04;Hurto a residencia;141
2020-05;Hurto a residencia;188
2020-06;Hurto a residencia;331
2020-07;Hurto a residencia;340
2020-08;Hurto a residencia;395
2020-09;Hurto a residencia;515
2020-10;Hurto a residencia;401
2020-11;Hurto a residencia;390
2020-12;Hurto a residencia;455
2021-01;Hurto a residencia;408
2021-02;Hurto a residencia;352
2021-03;Hurto a residencia;286
2021-04;Hurto a residencia;227
2021-05;Hurto a residencia;355
2021-06;Hurto a residencia;304
2021-07;Hurto a residencia;332
2021-08;Hurto a residencia;330
2021-09;Hurto a residencia;270
2003-01;Hurto de semoviente;2
2003-03;Hurto de semoviente;2
2003-11;Hurto de semoviente;2
2004-02;Hurto de semoviente;2
2004-06;Hurto de semoviente;2
2004-08;Hurto de semoviente;2
2004-11;Hurto de semoviente;2
2005-01;Hurto de semoviente;2
2005-08;Hurto de semoviente;2
2005-09;Hurto de semoviente;2
2005-10;Hurto de semoviente;4
2005-11;Hurto de semoviente;2
2005-12;Hurto de semoviente;2
2006-01;Hurto de semoviente;2
2006-05;Hurto de semoviente;4
2007-03;Hurto de semoviente;2
2007-07;Hurto de semoviente;2
2007-12;Hurto de semoviente;2
2008-06;Hurto de semoviente;2
2008-09;Hurto de semoviente;2
2009-01;Hurto de semoviente;2
2009-03;Hurto de semoviente;6
2009-04;Hurto de semoviente;4
2009-08;Hurto de semoviente;2
2009-12;Hurto de semoviente;2
2010-08;Hurto de semoviente;2
2011-04;Hurto de semoviente;1
2011-05;Hurto de semoviente;1
2011-08;Hurto de semoviente;1
2012-05;Hurto de semoviente;1
2012-08;Hurto de semoviente;1
2012-11;Hurto de semoviente;1
2013-05;Hurto de semoviente;1
2013-07;Hurto de semoviente;1
2013-09;Hurto de semoviente;1
2013-12;Hurto de semoviente;1
2014-01;Hurto de semoviente;1
2014-06;Hurto de semoviente;1
2014-10;Hurto de semoviente;2
2015-02;Hurto de semoviente;1
2015-04;Hurto de semoviente;1
2015-09;Hurto de semoviente;1
2015-12;Hurto de semoviente;1
2016-02;Hurto de semoviente;1
2016-07;Hurto de semoviente;1
2017-02;Hurto de semoviente;1
2017-03;Hurto de semoviente;1
2017-04;Hurto de semoviente;2
2017-05;Hurto de semoviente;1
2017-06;Hurto de semoviente;2
2017-08;Hurto de semoviente;1
2017-10;Hurto de semoviente;1
2017-11;Hurto de semoviente;1
2018-02;Hurto de semoviente;1
2018-03;Hurto de semoviente;4
2018-06;Hurto de semoviente;1
2018-08;Hurto de semoviente;1
2018-11;Hurto de semoviente;2
2019-02;Hurto de semoviente;1
2019-04;Hurto de semoviente;1
2019-05;Hurto de semoviente;1
2019-07;Hurto de semoviente;1
2019-12;Hurto de semoviente;1
2020-01;Hurto de semoviente;1
2020-02;Hurto de semoviente;1
2020-03;Hurto de semoviente;1
2020-04;Hurto de semoviente;2
2020-07;Hurto de semoviente;2
2020-08;Hurto de semoviente;1
2020-09;Hurto de semoviente;1
2020-12;Hurto de semoviente;1
2021-04;Hurto de semoviente;1
2021-05;Hurto de semoviente;1
2021-06;Hurto de semoviente;1
